Date,nps,Comment,comment
2/15/2023 15:38,10,es muy facil,For your excellent service.
2/15/2023 15:39,10,Excelente,easy application
2/15/2023 15:43,10,Por que es muy ágil su sitio,for beautiful
2/15/2023 15:50,10,Muy sencillo y rápido,very agile the service
2/15/2023 15:55,10,Es muy sencilla y fácil de entender,ease
2/15/2023 15:59,10,Excelente atención!,good service
2/15/2023 16:21,10,Por su excelente servicio.,It's clear and fast
2/15/2023 16:28,10,Fácil aplicacion,it's very fast
2/15/2023 16:42,10,por bellos,by excellence
2/15/2023 16:44,9,muy agil el servicio,"On mobile, the use of the application is limited"
2/15/2023 16:46,9,facilidad,Very easy
2/15/2023 16:47,10,es muy rapido,it's fast
2/15/2023 16:47,10,buen servicio,very sensible
2/15/2023 16:47,9,Es claro y rápido,comfortable
2/15/2023 16:54,10,por excelencia,Faster
2/15/2023 16:58,9,en movil esta limitado el uso de aplicacion,that there be more accessibility to change flights from zero rate
2/15/2023 17:01,10,Muy sencillo,SPEED AND EFFICIENCY
2/15/2023 17:07,10,es rapido,for affordable prices
2/15/2023 17:08,10,muy sensillo,it is easy and very understandable
2/15/2023 17:26,10,comodo,AGILE AND FAST
2/15/2023 17:27,9,Muy ágil,AND
2/15/2023 17:31,10,que haya mas accesibilidad para cambiar vuelos desde tarifa cero,EFFICIENCY AND SPEED
2/15/2023 17:32,10,RAPIDEZ Y EFICIENCIA,IT IS VERY EASY AND FAST
2/15/2023 17:32,9,por los precios accesibles,GOOD RATES AND SCHEDULES
2/15/2023 17:38,10,es facil y muy entendible,EXCELLENT SERVICE
2/15/2023 17:39,10,AGIL Y RAPIDO,all excellent
2/15/2023 17:43,9,SI,agile and fast
2/15/2023 17:46,10,EFICIENCIA Y RAPIDEZ,for the service
2/15/2023 17:50,10,ES MUY FACIL Y RAPIDO,Ease
2/15/2023 17:59,10,BUENAS TARIFAS Y HORARIOS,EASY TO NAVIGATE
2/15/2023 18:02,10,EXCELENTE SERVICIO,It's easy and fast
2/15/2023 18:13,10,todo excelente,
2/15/2023 18:24,10,ágil y rápido,It is easy and simple to do the procedure
2/15/2023 18:36,10,por el servicio,GRACIAS
2/15/2023 18:40,10,Facilidad,cash
2/15/2023 18:40,10,FACIL DE NAVEGAR,top
2/15/2023 18:44,10,Es facil y rapido,It's quick and easy
2/15/2023 18:49,10,.,they are a very good airline
2/15/2023 18:50,10,es facil y sencillo hacer el procedimiento,very easy to do
2/15/2023 18:51,10,GRACIAS,He is agile. Thank you.
2/15/2023 18:59,10,efectivo,fast and easy to use
2/15/2023 19:08,10,top,FOR GOOD SERVICE
2/15/2023 19:12,10,Es rápido y sencillo,Very easy to do the process
2/15/2023 19:14,10,son muy buena aerolinea,good
2/15/2023 19:15,10,muy facil de hacer,excellent line
2/15/2023 19:19,10,Está ágil. Gracias.,excellent rate
2/15/2023 19:34,10,rapido y facil de usar,very easy
2/15/2023 19:39,10,POR BUEN SERVICIO,SPEED
2/15/2023 19:42,10,Muy facil hacer el proceso,saves me time
2/15/2023 19:56,10,buenos,Very easy
2/15/2023 1:06,10,excelente linea,because it was easy and fast
2/15/2023 1:19,10,Excelente tarifa,Too much extra information that confuses you
2/15/2023 1:28,10,muy fácil,AGILE AND DYNAMIC
2/15/2023 1:29,9,RAPIDEZ,SOMETHING VERY SIMPLE AND PRACTICAL
2/15/2023 1:43,10,me ahorra tiempo,FOR THE RAPIDITY AND SIMPLICITY OF OBTAINING THE PASS
2/15/2023 1:48,10,Muy fácil,Quick
2/15/2023 1:48,10,Porque fue fácil y rápido,FOR ITS EXCELLENT SERVICE
2/15/2023 20:00,9,Demasiada información extra que te confunde,very good prices
2/15/2023 20:02,10,AGIL Y DINAMICO,great
2/15/2023 20:04,10,ALGO MUY SENCILLO Y PRACTICO,"Fast, comfortable and efficient."
2/15/2023 20:11,10,POR LA RAPIDEZ Y SENCILLEZ DE OBTENER EL PASE,fast and easy
2/15/2023 20:25,10,Rapido,Good service
2/15/2023 20:26,10,POR SU EXCELETE SERVICIO,already
2/15/2023 20:27,10,muy buenos precios,very good
2/15/2023 20:32,10,excelente,SIMPLE PROCESS
2/15/2023 20:36,10,"Rápido, cómod y eficaz.",are good
2/15/2023 20:38,10,faCIL Y RAPIDO,GOOD OFFERS AND FAST ON YOUR PAGE
2/15/2023 20:48,10,Buen servicio,It was easy for me to register
2/15/2023 20:53,10,na,ALL RIGHT
2/15/2023 20:55,10,muy bueno,VERY EFFICIENT
2/15/2023 20:57,10,PROCESO SENCILLO,The process is agile and fast
2/15/2023 21:09,10,son buenos,Very practical and agile
2/15/2023 21:23,10,buemnas ofertas y raPIDES EN SU PAGINA,the information is very easy
2/15/2023 21:31,9,Me ha sido facil el registrarme,"extremely agile, and without much load of non-useful information"
2/15/2023 21:39,10,TODO CORRECTO,IT'S QUITE INTUITIVE
2/15/2023 21:42,9,MUY EFICIENTE,as feasible
2/15/2023 21:44,9,es agil y rapido el proceso,The process is very easy and agile
2/15/2023 21:47,10,es muy facil la informacion,Very easy
2/15/2023 21:47,10,Muy práctico y ágil,It is the first time that I am going to travel on this line and I want my experience to be the best
2/15/2023 21:53,10,"sumamente ágil, y sin mucha carga de información no útil",and
2/15/2023 21:55,9,ES BASTANTE INTUITIVO,fast and friendly
2/15/2023 22:03,10,por lo factible,seems excellent
2/15/2023 22:13,10,Es muy facil y agil el proceso,for practice
2/15/2023 22:15,10,Muy facil,BY ECONOMIC
2/15/2023 22:23,10,Es la primera vez que voy a viajas en esta linea y quiero que mi experiencia sea la mejor,it's good
2/15/2023 22:34,10,si,
2/15/2023 22:35,10,Rápido y amigable,speed
2/15/2023 22:37,10,me parece excelente,VERY FAST
2/15/2023 22:47,10,por practica,EFFICIENT
2/15/2023 22:54,10,POR ECONOMICO,SPEED
2/15/2023 23:04,9,es bueno,very fast
2/15/2023 23:19,10,..................,GOOD SERVICE
2/15/2023 23:32,10,rapidez,
2/15/2023 23:36,10,MUY RAPIDO,efficient
2/15/2023 23:38,10,EFICIENTE,
2/15/2023 23:45,9,RAPIDEZ,EFFICIENT
2/15/2023 23:48,10,muy rápido,THE OPERATION IS VERSATILE
2/15/2023 23:49,10,BUEN SERVICIO,It's very easy and simple
2/15/2023 23:54,10,.,buena
2/15/2023 23:54,10,eficiente,Very good page
2/15/2023 2:15,10,.,for making the process easy
2/15/2023 2:18,10,EFICIENTE,EASY TO BUY ONLINE AND FLIGHTS AT A GOOD PRICE
2/15/2023 2:19,9,ES VERSATIL LA OPERACION,simplicity
2/15/2023 2:47,9,buena,FRIENDLY
2/15/2023 2:47,10,Es muy fácil y sencillo,Easy to use
2/15/2023 2:57,10,por hacer sencillo el proceso,It's good
2/15/2023 2:57,10,Muy buena pagina,"Easy, friendly and explanatory"
2/15/2023 3:04,10,FÁCIL DE COMPRAR EN LINEA Y VUELOS A BUEN PRECIO,
2/15/2023 3:29,10,simplicidad,ECONOMIC FLIGHT
2/15/2023 3:44,10,AMIGABLE,Fast and easy.
2/15/2023 4:11,10,facil de usar,very friendly
2/15/2023 4:15,10,Es bueno,BECAUSE IT IS THE MOST PRACTICAL
2/15/2023 4:31,10,"Facil, amigable y explicativo",PRACTICALITY.
2/15/2023 4:53,10,.,Because it is very easy
2/15/2023 5:33,9,VUELO ECONOMICO,It is quite cheap and is readily available.
2/15/2023 5:50,9,Fácil y rápido.,For being the best option
2/15/2023 6:00,10,muy amigable,kind
2/15/2023 6:02,10,PORQUE ES LO MAS PRACTICO,very efficient
2/16/2023 0:11,10,PRACTICIDAD.,It's easy
2/16/2023 0:30,10,Porque es muy facil,YOUR PAGE IS VERY NOBLE
2/16/2023 0:31,10,Es bastante economico y tiene disponibilidad,he is very friendly
2/16/2023 0:42,10,Por ser la mejor opcion,gracias
2/16/2023 0:46,10,amables,PRECIO
2/16/2023 0:47,10,muy eficiente,it is fast and safe
2/16/2023 0:48,10,Está fácil,Service
2/16/2023 0:59,9,es muy amigable,excelent service
2/16/2023 0:59,10,SU PAGINA ES MUY NOBLE,QUALITY IN THE SERVICE
2/16/2023 12:23,10,gracias,"Due to the ease of searching for flights, the planning of your website is very easy to handle and that simplifies everything a lot."
2/16/2023 13:25,10,PRECIO,Because they are excellent company.
2/16/2023 13:27,9,es rapido y seguro,EFFICIENCY
2/16/2023 13:33,9,Servicio,good service !
2/16/2023 14:04,10,exelente servicio,FAST AND EASY
2/16/2023 14:12,10,CALIDAD EN EL SERVICIO,I have used this airline and the staff is very friendly.
2/16/2023 14:38,10,por la facilidad de buscar vuelos la planeacion de su web es muy facil de manejar y eso simplifica mucho en todo,easy steps and email reminder
2/16/2023 14:44,10,Por que son excelente compania.,Good service
2/16/2023 14:48,9,EFICIENCIA,because it is easy and fast!
2/16/2023 14:48,10,buen servicio !,for the good service
2/16/2023 14:51,10,FACIL Y RAPIDO,"because I have never had problems with you, you are very efficient."
2/16/2023 14:51,10,He utilizado esta aerolinea y es muy amable el personal.,for his excellence
2/16/2023 14:55,10,pasos sencillos y recordatorio por correo,all ok
2/16/2023 14:58,10,Buen servicio,quick and easy to do
2/16/2023 15:21,10,por que es fácil y rápido!,to you
2/16/2023 15:23,10,Por el buen servicio,ease
2/16/2023 15:29,9,"porque nunca he tenido problemas con ustedes, son muy eficientes.","easy, fast and understandable"
2/16/2023 15:29,10,por su excelencia,"easy to use, friendly interface"
2/16/2023 15:33,10,todo ok,VERY GOOD SERVICE
2/16/2023 15:33,10,rapido y sencillo de realizar,seems to be quick and easy.
2/16/2023 15:37,10,a ustedes,The site is reasonably friendly
2/16/2023 15:42,9,facilidad,for your collaboration and support in the face of the cessation of operations of Aeromar. Thank you very much!
2/16/2023 15:52,9,"facil, rapido y entendible",excellent service
2/16/2023 16:02,10,"facil de usar, interfaz amigable",quick
2/16/2023 16:04,10,MUY BUEN SERVICIO,very fast and how
2/16/2023 16:04,10,parece que es rapido y facil.,fast and easy
2/16/2023 16:09,9,El sitio es razonablemente amigable,IT IS EASY
2/16/2023 16:16,10,por su colaboración y apoyo ante el cese de operaciones de Aeromar ¡Muchísimas gracias!,It is very comfortable and easy
2/16/2023 16:20,10,rAPIDO,IT'S FAST
2/16/2023 16:20,10,excelente servicio,IT IS MY LINE OF ALWAYS AND WITHOUT ANY SETBACK
2/16/2023 16:25,10,muy rapido y como,QUICK AND EASY. VERY ACCESSIBLE
2/16/2023 16:26,10,facil y rapido,quick
2/16/2023 16:28,10,ES FACIL,it's very fast
2/16/2023 16:38,9,Es muy cómodo y fácil,Fast and easy
2/16/2023 16:38,10,ES RAPIDO,By service
2/16/2023 16:41,10,ES MI LINEA DE SIEMPRE Y SIN NINGUN CONTRATIEMPO,speed
2/16/2023 16:47,10,RÁPIDO Y FÁCIL. MUY ACCESIBLE,VERY FAST
2/16/2023 16:48,10,rapido,simplicity
2/16/2023 16:56,10,es muy rapido,not confused
2/16/2023 16:58,10,Rápido y sencillo,VERY GOOD
2/16/2023 17:02,10,por servicio,it's simple and fast
2/16/2023 17:07,10,rapidez,VERY GOOD SERVICE
2/16/2023 17:08,10,sencillez,g
2/16/2023 17:08,10,MUY RAPIDO,it is very practical
2/16/2023 17:09,9,no esta confuso,EXCELLENT PLATFORM VERY EASY TO USE AND GOOD PRICE!
2/16/2023 17:10,9,MUY BIEN,very fast and easy
2/16/2023 17:12,10,es simple y rapido,easy to use
2/16/2023 17:13,10,MUY BUEN SERVICIO,GOOD ATTENTION
2/16/2023 17:16,10,g,agile and fast
2/16/2023 17:20,10,es muy practico,FAST AND EASY
2/16/2023 17:24,10,EXCENTE PLATAFORMA MUY FACIL DE USAR Y BUEN PRECIO!,easy process.
2/16/2023 17:27,10,muy rápido y facil,friendly page
2/16/2023 17:30,9,facil de usa,It's fast
2/16/2023 17:34,9,BUENA ATENCIÓN,comfort and speed
2/16/2023 17:42,10,agil y rapido,FOR ALL
2/16/2023 17:47,10,FACIL Y RAPIDO,ggggg
2/16/2023 17:56,10,Proceso facil.,GRACIAS
2/16/2023 17:57,10,Es rápido,Yes
2/16/2023 17:57,9,Página amigable,all good
2/16/2023 18:02,10,Comodidad y rapidez,For how simple and fast it is
2/16/2023 18:03,10,POR TODO,simple and fast
2/16/2023 18:04,10,ggggg,for good service
2/16/2023 18:10,10,GRACIAS,and
2/16/2023 18:13,10,siii,You can arrive with less waiting time
2/16/2023 18:14,10,todo bien,FAST AND COMFORTABLE
2/16/2023 18:16,10,Por lo sencillo y rápido que es,QUICK
2/16/2023 18:26,9,Sencillo y rápido,very fast
2/16/2023 18:27,10,por buen servicio,very intuitive
2/16/2023 18:32,10,si,GOOD APP
2/16/2023 18:35,10,RAPIDO Y COMODO,very easy
2/16/2023 18:35,9,Puedes llegar con menos tiempo de espera,It only took me a couple of seconds to check in!
2/16/2023 18:39,10,muy rapido,Good service
2/16/2023 18:39,10,RAPIDO,fast and clear
2/16/2023 18:44,10,Muy Intuitivo,Fast and safe!
2/16/2023 18:48,10,BUENA APLICACION,very simple and takes you by the hand
2/16/2023 19:01,10,muy sencillo,because this process avoids complications and loss of time
2/16/2023 19:03,10,Solo me llevo un par de segundos hacer el check in!,"The support that they are providing us with the cessation of operations of Aeromar is incredible, without a doubt it will be one of my first options in the future. Thank you!!!"
2/16/2023 19:08,10,Buen servicio,SUPER FACIL
2/16/2023 19:19,9,Rapido y seguro!,It was fast
2/16/2023 19:19,10,rapido y claro,IT'S EASY AND FAST
2/16/2023 19:25,10,muy sencillo y te lleva de la mano,quick
2/16/2023 19:33,10,porque este proceso evita complicaciones y perdida de tiempo,effective
2/16/2023 19:34,10,"El apoyo que nos están brindando ante el cese de operaciones de Aeromar es increíble, sin duda alguna será una de mis primeras opciones a futuro. Gracias!!!",GOOD
2/16/2023 19:39,10,SUPER FACIL,Practical
2/16/2023 19:40,9,fue rápido,FOR RELIABLE AND EXCELLENT RATES
2/16/2023 19:47,10,ES FACIL Y RAPIDO,EXCELLENT SERVICE
2/16/2023 19:48,10,eficaz,EASY TO NAVIGATE PAGE
2/16/2023 19:48,9,rapido,all ok
2/16/2023 19:49,10,bien,EASY
2/16/2023 19:49,10,Práctico,it was fast easy
2/16/2023 19:59,10,EXCELENTE SERVICIO,very simple and fast
2/16/2023 19:59,10,POR CONFIABLE Y EXCELENTES TARIFAS,BY THE SCHEDULES
2/16/2023 1:00,10,PAGINA FACIL DE NAVEGAR,To my uncle
2/16/2023 1:08,10,todo ok,"IT IS EASY, FAST AND SUPER OPTIMIZING FOR TIMES"
2/16/2023 1:18,10,FACIL,very easy
2/16/2023 1:21,10,fue rapido  facil,"cheap, fast and easy"
2/16/2023 1:28,10,muy sencillo y rapido,SPEED AND PRICE
2/16/2023 1:35,10,POR LOS HORARIOS,GOOD SERVICE
2/16/2023 1:36,10,A mi tio,PRECIO
2/16/2023 1:46,10,"ES FACIL, RAPIDO Y SUPER OPTIMIZANTE PARA TIEMPOS",IT'S FAST
2/16/2023 20:02,10,muy facil,easy
2/16/2023 20:39,10,"economico, rapido y sencillo",good service
2/16/2023 20:40,10,RAPIDEZ Y PRECIO,FAST CLEAR AGIL CONGRATULATIONS
2/16/2023 20:46,10,BUEN SERVICIO,CLEAR
2/16/2023 20:50,10,PRECIO,VERY ECONOMICAL
2/16/2023 21:07,10,ES RÁPIDO,Very easy to navigate!!!!!
2/16/2023 21:08,10,facil,"It is super fast, without complications"
2/16/2023 21:25,9,buen servicio,very practical
2/16/2023 21:30,10,RAPIDA CLARA AGIL FELICIDADES,SPEED
2/16/2023 21:54,10,CLARO,because it saves time
2/16/2023 21:58,9,MUY ECONOMICO,EXCELLENT AIRLINE
2/16/2023 22:00,10,Muy fácil para navegar !!!!!,EFFICIENCY
2/16/2023 22:04,10,"es super rapido, sin complicaciones",THE PORTAL IS VERY FRIENDLY
2/16/2023 22:10,9,muy practico,they always give me good service
2/16/2023 22:14,9,RAPIDEZ,GREAT
2/16/2023 22:52,10,porque ahorra tiempo,WITHOUT HOW
2/16/2023 23:23,10,EXCELENTE AEROLINEA,VERY GOOD
2/16/2023 23:31,10,EFICIENCIA,destinations
2/16/2023 23:33,10,EL PORTAL ES MUY AMIGABLE,Very easy.
2/16/2023 23:34,9,siempre me dan buen servicio,I like the ease of the page
2/16/2023 23:43,10,EXCELENTE,For the simple way to do it
2/16/2023 23:51,10,SIN COM.,VERY GOOD SERVICE
2/16/2023 23:54,10,MUY BUENOS,GRACIAS
2/16/2023 2:16,10,destinos,ALL VERY WELL
2/16/2023 2:16,10,Muy sencillo.,A PLACE
2/16/2023 2:25,10,Me gusta la facilidad de la pagina,Fast and easy
2/16/2023 2:41,10,Por la forma tan sencilla de realizarla,It is accessible and fast
2/16/2023 2:47,10,MUY BUEN SERVICIO,for efficient
2/16/2023 2:48,10,GRACIAS,faster
2/16/2023 2:55,10,TODO MUY BIEN,GOOD
2/16/2023 3:00,10,UN PLACER,for the ease of doing it
2/16/2023 3:00,10,Fácil y rápido,OK
2/16/2023 3:02,10,Es accesible y rapido,VERY FRIENDLY PLATFORM
2/16/2023 3:05,9,por eficientes,good service
2/16/2023 3:09,9,muy agil,easy to use
2/16/2023 3:15,10,bien,too easy
2/16/2023 3:20,9,por la facilidad para realizarlo,Efficient
2/16/2023 3:32,10,OK,speed
2/16/2023 3:33,10,PLATAFORMA MUY AMIGABLE,friendly portal
2/16/2023 3:43,10,buen serbicio,The process was very easy and accessible.
2/16/2023 3:44,10,facil de utilizar,SAFE AND EFFECTIVE
2/16/2023 4:06,10,es muy facil,it's easier and faster
2/16/2023 4:42,10,Efiiciente,speed up movements and times
2/16/2023 4:56,10,rapidez,it was simple
2/16/2023 5:00,9,portal amigable,speed and very friendly platform
2/16/2023 5:15,10,Fue muy facil y accesible el proceso.,great
2/16/2023 5:16,10,SEGURO Y EFICAZ,IT IS EXTREMELY SIMPLE AND FAST
2/16/2023 5:33,10,es más fácil y rápido,very good
2/16/2023 5:38,10,agilizas movimientos y tiempos,Very easy
2/16/2023 5:41,10,fue sencillo,"I like that you can make changes to flights without charging. It's great, having three changes without charging. Thank you."
2/16/2023 5:44,10,"rapidez y ´plataforma m,uy amigable",Easy to do
2/16/2023 5:47,10,ES SUMAMENTE SENCILLO Y RAPIDO,easy
2/16/2023 5:47,10,excelente,all excellent
2/16/2023 5:50,10,muy buena,just because
2/16/2023 6:44,10,Muy facil,EASY
2/16/2023 6:48,10,"me gusta que se pueden hacer cambios en los vuelos sin cobrar. Es genial, tener tres cambios sin cobrar. Gracias.",VERY PRACTICAL IN INDICATION
2/16/2023 8:40,10,FACIL de hacer,easy
2/17/2023 0:25,10,facil,very fast
2/17/2023 0:54,10,todo excelente,the page is now very easy and friendly and fast
2/17/2023 0:59,9,por que si,simple to do
2/17/2023 12:53,10,FACIL,it's fast
2/17/2023 13:25,10,MUY PRACTICA EN INDICACIONE,Save time
2/17/2023 13:28,10,facil,"They have improved a lot, the service is more agile. thank you."
2/17/2023 14:11,10,muy rapido,"For everything, price, service at 100"
2/17/2023 14:36,10,la pagina ahora es muy facil y amigable y rapida,It's super easy
2/17/2023 14:52,10,sencillo de hacer,speed and practicality
2/17/2023 15:08,10,es rapido,VERY EASY AND VERY WELL UNDERSTANDABLE
2/17/2023 15:15,10,Ahorra tiempo,Gracias
2/17/2023 15:26,10,"Han mejorado bastante, el servicio es más ágil. gracias.",FRIENDLY AND FAST. THANK YOU.
2/17/2023 15:41,10,"Por todo, precio, servicio al 100",fast and efficient
2/17/2023 15:42,10,Esta super facil,easy to use
2/17/2023 15:58,10,rapidez y practicidad,clear and simple process
2/17/2023 15:58,10,MUY FACIL Y SE ENTIENDE MUY BIEN,very friendly
2/17/2023 16:16,10,Gracias,the process is very easy
2/17/2023 16:21,10,AMIGABLE Y RAPIDA. GRACIAS.,all good
2/17/2023 16:32,9,Rapido y eficiente,Good service
2/17/2023 16:34,9,fácil de usar,SPEED
2/17/2023 16:53,9,Proceso claro y sencillo,It is very simple
2/17/2023 16:54,10,mUY AMIGABLE,Easy to use and well designed
2/17/2023 17:01,10,muy facil el proceso,effectiveness
2/17/2023 17:03,10,todo bien,It is very practical
2/17/2023 17:04,10,Buen servicio,I LIKE VIVAEROBUS
2/17/2023 17:05,9,RAPIDEZ,It is very fast and easy
2/17/2023 17:09,10,Es muy sencillo,FOR THE ECONOMIC
2/17/2023 17:11,10,Fácil de usar y con buen diseño,Fast and easy
2/17/2023 17:15,10,efectividad,Simple
2/17/2023 17:16,10,Es muy práctico,Ease
2/17/2023 17:26,10,ME GUSTA VIVAEROBUS,GREAT USER INTERFACE
2/17/2023 17:29,10,Es muy rapido y facil,Agility
2/17/2023 17:38,9,POR LO ECONOMICO,Ease
2/17/2023 17:41,10,ràpido y sencillo,all easy
2/17/2023 17:43,9,Sencillo,EWFA
2/17/2023 17:49,10,Facilidad,quick
2/17/2023 17:55,10,GRAN INTREFAZ DE USUARIO,IT'S COOL.. UNTIL NOW
2/17/2023 17:58,10,Agilidad,all very easy
2/17/2023 18:05,10,Facilidad,good service
2/17/2023 18:07,10,todo facil,You can check in early so you don't have to queue
2/17/2023 18:08,10,EWFA,gracias
2/17/2023 18:11,10,rapido,quick
2/17/2023 18:16,10,ESTA CHIDO.. HASTA AHORITA,Ease
2/17/2023 18:20,9,todo muy facil,EVERYTHING'S FINE
2/17/2023 18:28,10,buen servicio,it's good
2/17/2023 18:45,10,Puedes hacer el check in con tiempo para no hacer fila,It is easy
2/17/2023 18:51,10,gracias,IT'S EASY AND FAST
2/17/2023 18:59,10,rapida,FOR SPEED AND CLARITY
2/17/2023 19:00,10,Facilidad,It's simple and fast
2/17/2023 19:06,10,TODO ESTA BIEN,EXCELLENT SERVICE
2/17/2023 19:07,9,es bueno,All good
2/17/2023 19:09,10,es fácil,Easy
2/17/2023 19:13,10,ES FACIL Y RAPIDO,Fast and easy
2/17/2023 19:17,10,POR LA RAPIDEZ Y CLARIDAD,"I really like the internet platform, very easy to use"
2/17/2023 19:22,9,Es sencillo y rápido,very practical
2/17/2023 19:25,10,EXCELENTE SERVICIO,EASY AND PRACTICAL
2/17/2023 19:31,9,Todo bien,very easy to use
2/17/2023 19:42,10,Facil,a very simple and agile process
2/17/2023 19:44,10,Rápido y sencillo,simple
2/17/2023 19:53,10,"Me gusta mucho la plataforma de internet, muy facil de usar",VERY WELL THANK YOU
2/17/2023 1:00,10,muy practico,it was very simple and practical
2/17/2023 1:21,9,FACIL Y PRACTICO,EVERYTHING SUPER PRACTICAL THANK YOU!!!!!
2/17/2023 1:24,10,"un proceso muy sencillo,y agil",THE RISK OF CLOSING THE FLIGHT AT THE COUNTER AND MISSING THE FLIGHT IS AVOIDED
2/17/2023 1:24,9,Muy fácil de usar,Cash!
2/17/2023 20:01,10,sencillo,Quick and easy
2/17/2023 20:13,10,MUY BIEN GRACIAS,IT'S VERY SIMPLE
2/17/2023 20:14,10,fue muy sencillo y practico,it's very fast
2/17/2023 20:19,10,TODO SUPER PRACTICO GRACIAS!!!!!,quick and easy
2/17/2023 20:19,9,SE EVITAN EL RIESGO DE CERRAR VUELO EN MOSTRADOR Y PERDER EL VUELO,GRACIAS
2/17/2023 20:20,9,Efectivo!,it is practical and clear
2/17/2023 20:20,10,Rápido y fácil,ALL GOOD
2/17/2023 20:22,10,ES MUY SENCILLLO,ok
2/17/2023 20:25,9,es muy rapido,friendly page
2/17/2023 20:25,10,rapido y facil,due to time availability
2/17/2023 20:29,10,GRACIAS,good attention
2/17/2023 20:41,10,es práctico y claro,none
2/17/2023 20:58,10,TODO BIEN,It is easy
2/17/2023 21:07,9,pagina amigable,QUICK AND CLEAR INFORMATION
2/17/2023 21:07,10,ok,ALL VERY FAST
2/17/2023 21:08,9,por la disponibilidad de tiempo,for cheap
2/17/2023 21:15,10,buena atención,EASY PROCESS
2/17/2023 21:33,10,ninguna,"FILLING IS VERY EASY, IT TAKES YOU BY THE HAND"
2/17/2023 21:34,10,es fácil,Easy to use
2/17/2023 21:50,10,AGIL E INFORMACION CLARA,it is very easy to do
2/17/2023 21:54,10,TODO MUY RAPIDO,"In particular, I have not had any problems and it is easy to access your website"
2/17/2023 21:57,10,por  economicos,
2/17/2023 21:59,10,PROCESO FACIL,flight availability
2/17/2023 22:13,10,"EL LLENADO ES MUY FACIL, TE LLEVA DE LA MANO",very fast and clear
2/17/2023 22:30,10,Fácil uso,The information is very clear.
2/17/2023 22:31,10,es muy facil hacerlo,a little confused
2/17/2023 22:38,10,en lo particular yo no he tenido ningun problema y es facil acceder a su sitio web,very practical
2/17/2023 22:39,10,..,until today everything has been good
2/17/2023 22:46,9,disponibilidad de vuelos,very friendly and very efficient.
2/17/2023 22:58,9,muy rapido y claro,THE PRICES AND EFFICIENT
2/17/2023 23:01,10,Es muy clara la información,it's fast
2/17/2023 23:04,9,un poco confuso,all good
2/17/2023 23:05,10,muy practico,very accessible and cheap
2/17/2023 23:11,9,hasta hoy todo a sido bueno,easy to book
2/17/2023 23:18,10,muy amable y muy eficaz.,LEAVES QUERETARO
2/17/2023 23:20,10,LOS PRECIOS Y EFICAZ,Ease
2/17/2023 23:30,9,es rapido,bienn
2/17/2023 23:33,10,todo bien,efficiency
2/17/2023 23:34,10,muy accecible y barato,EXCELLENT SERVICE
2/17/2023 2:05,10,facil de reservar,very practical
2/17/2023 2:14,10,SALE DE QUERETARO,easy
2/17/2023 2:15,10,Facilidad,PRICES
2/17/2023 2:32,10,biennn,It was easy
2/17/2023 2:33,10,eficiencia,
2/17/2023 2:42,10,EXCELENTE SERVICIO,IT'S SIMPLE
2/17/2023 2:43,10,muy practico,N
2/17/2023 2:55,10,facil,It is very practical and simple
2/17/2023 2:57,10,PRECIOS,good service
2/17/2023 3:03,9,Fue facil,The process has been very easy. Thank you!
2/17/2023 3:11,10,.,PRACTICAL
2/17/2023 3:22,10,ES SENCILLO,For being able to address with my complaint letter
2/17/2023 3:28,10,N,"Because they are an airline within the budget of the less economically favored people, in addition to providing a good service... it would only be necessary to expand their boarding points a little more (for example departures/arrivals from/to Minatitlán Veracruz)"
2/17/2023 3:42,10,Es muy practico y sencillo,ATTENTION
2/17/2023 3:47,10,buen servicio,Fast
2/17/2023 3:55,9,El proceso ha sido muy facil.  Gracias!,easy to use
2/17/2023 3:56,9,PRACTICO,Good service.
2/17/2023 3:59,10,Por poder abordar con  mi carta de denucia,So far it's going well
2/17/2023 4:05,10,"Porque son una aerolínea al alcance del presupuesto de las personas menos favorecidas económicamente, además que brindan un buen servicio... sólo faltaría ampliar un poco más sus puntos de abordaje (por ejemplo salidas/llegadas de/a Minatitlán Veracruz)",hola
2/17/2023 4:06,9,ATENCION,they are good
2/17/2023 4:22,10,Rápido,NINUGA
2/17/2023 4:36,9,fácil de usar,Good service and cheap rates
2/17/2023 5:17,10,Buen servicio.,Agile and practical
2/17/2023 5:53,9,Hasta ahorita va bien,all good
2/17/2023 6:00,10,hola,it is simple and fast
2/17/2023 6:12,9,Son buneos,GOOD
2/17/2023 6:19,9,NINUGA,buena
2/17/2023 6:55,9,Buen servicio y tarifas economicas,effective
2/17/2023 7:01,10,Agil y práctica,"I have never had any problems, it is always easy to access and there are always good offers, they are friendly, I just always prefer this airline"
2/17/2023 7:20,9,todo bien,All very friendly.
2/17/2023 8:20,10,es sencillo y rápido,"It is very simple, very practical!"
2/17/2023 8:31,10,bien,"Easy, fast and intuitive"
2/17/2023 8:41,10,buena,FOR RAPIDITY
2/18/2023 0:14,10,efectivos,agility
2/18/2023 0:19,10,"nunca e tenido problemas, siempre es facil acceder y siempre hay buenas ofertas, son amables, simplemente siempre prefiero esta aerolinea",SPEED
2/18/2023 0:24,10,Todo muy amable.,fast and efficient
2/18/2023 0:26,9,"Está muy sencillo, muy practico!!!",Excellent service!
2/18/2023 0:29,10,"Fácil, rápido e intuitivo",Very easy
2/18/2023 0:29,9,POR RAPIDEZ,It's on time
